,rera_id,building_id,parking_type,count_booked
13462,P51600034101,,Covered Parking ( In Numbers),0
13463,P51600034104,,Number of Garages ( In Numbers),0
13464,P51600034104,,Covered Parking ( In Numbers),0
13465,P51600034117,,Number of Garages ( In Numbers),0
13466,P51600034117,,Covered Parking ( In Numbers),0
13467,P51600034123,,Number of Garages ( In Numbers),0
13468,P51600034123,,Covered Parking ( In Numbers),0
13469,P51600034126,,Number of Garages ( In Numbers),0
13470,P51600034126,,Covered Parking ( In Numbers),0
13471,P51600034133,,Number of Garages ( In Numbers),0
13472,P51600034133,,Covered Parking ( In Numbers),0
13473,P51600034139,,Number of Garages ( In Numbers),0
13474,P51600034139,,Covered Parking ( In Numbers),0
13475,P51600034149,,Number of Garages ( In Numbers),0
13476,P51600034149,,Covered Parking ( In Numbers),0
13477,P51600034150,,Number of Garages ( In Numbers),0
13478,P51600034150,,Covered Parking ( In Numbers),0
13479,P51600034162,,Number of Garages ( In Numbers),0
13480,P51600034162,,Covered Parking ( In Numbers),0
13481,P51600034166,,Number of Garages ( In Numbers),0
13482,P51600034166,,Covered Parking ( In Numbers),0
13483,P51600034167,,Number of Garages ( In Numbers),0
13484,P51600034167,,Covered Parking ( In Numbers),0
13485,P51600034181,,Number of Garages ( In Numbers),0
13486,P51600034181,,Covered Parking ( In Numbers),0
13487,P51600034183,,Number of Garages ( In Numbers),0
13488,P51600034183,,Covered Parking ( In Numbers),0
13489,P51600034187,,Number of Garages ( In Numbers),0
13490,P51600034187,,Covered Parking ( In Numbers),0
13491,P51600034196,,Number of Garages ( In Numbers),0
13492,P51600034196,,Covered Parking ( In Numbers),0
13493,P51600034208,,Number of Garages ( In Numbers),0
13494,P51600034208,,Covered Parking ( In Numbers),0
13495,P51600034214,,Number of Garages ( In Numbers),0
13496,P51600034214,,Covered Parking ( In Numbers),0
13497,P51600034216,,Number of Garages ( In Numbers),0
13498,P51600034216,,Covered Parking ( In Numbers),0
13499,P51600034226,,Number of Garages ( In Numbers),0
13500,P51600034226,,Covered Parking ( In Numbers),0
13501,P51600034237,,Number of Garages ( In Numbers),0
13502,P51600034237,,Covered Parking ( In Numbers),0
13503,P51600034242,,Number of Garages ( In Numbers),0
13504,P51600034242,,Covered Parking ( In Numbers),0
13505,P51600034258,,Number of Garages ( In Numbers),0
13506,P51600034258,,Covered Parking ( In Numbers),0
13507,P51600034271,,Number of Garages ( In Numbers),0
13508,P51600034271,,Covered Parking ( In Numbers),0
13509,P51600034272,,Number of Garages ( In Numbers),0
13510,P51600034272,,Covered Parking ( In Numbers),0
13511,P51600034275,,Number of Garages ( In Numbers),0
13512,P51600034275,,Covered Parking ( In Numbers),0
13513,P51600034278,,Number of Garages ( In Numbers),0
13514,P51600034278,,Covered Parking ( In Numbers),0
13515,P51600034283,,Number of Garages ( In Numbers),0
13516,P51600034283,,Covered Parking ( In Numbers),0
13517,P51600034284,,Number of Garages ( In Numbers),0
13518,P51600034284,,Covered Parking ( In Numbers),1
13519,P51600034286,,Number of Garages ( In Numbers),0
13520,P51600034286,,Covered Parking ( In Numbers),0
13521,P51600034290,,Number of Garages ( In Numbers),0
13522,P51600034290,,Covered Parking ( In Numbers),0
13523,P51600034292,,Number of Garages ( In Numbers),0
13524,P51600034292,,Covered Parking ( In Numbers),0
13525,P51600034296,,Number of Garages ( In Numbers),0
13526,P51600034296,,Covered Parking ( In Numbers),0
13527,P51600034299,,Number of Garages ( In Numbers),0
13528,P51600034299,,Covered Parking ( In Numbers),0
13529,P51600034300,,Number of Garages ( In Numbers),0
13530,P51600034300,,Covered Parking ( In Numbers),0
13531,P51600034302,,Number of Garages ( In Numbers),0
13532,P51600034302,,Covered Parking ( In Numbers),0
13533,P51600034329,,Number of Garages ( In Numbers),0
13534,P51600034329,,Covered Parking ( In Numbers),0
13535,P51600034334,,Number of Garages ( In Numbers),0
13536,P51600034334,,Covered Parking ( In Numbers),0
13537,P51600034336,,Number of Garages ( In Numbers),0
13538,P51600034336,,Covered Parking ( In Numbers),0
13539,P51600034337,,Number of Garages ( In Numbers),0
13540,P51600034337,,Covered Parking ( In Numbers),0
13541,P51600034340,,Number of Garages ( In Numbers),0
13542,P51600034340,,Covered Parking ( In Numbers),0
13543,P51600034354,,Number of Garages ( In Numbers),0
13544,P51600034354,,Covered Parking ( In Numbers),4
13545,P51600034356,,Number of Garages ( In Numbers),0
13546,P51600034356,,Covered Parking ( In Numbers),0
13547,P51600034357,,Number of Garages ( In Numbers),0
13548,P51600034357,,Covered Parking ( In Numbers),0
13549,P51600034362,,Number of Garages ( In Numbers),0
13550,P51600034362,,Covered Parking ( In Numbers),0
13551,P51600034366,,Number of Garages ( In Numbers),0
13552,P51600034366,,Covered Parking ( In Numbers),0
13553,P51600034387,,Number of Garages ( In Numbers),0
13554,P51600034387,,Covered Parking ( In Numbers),0
13555,P51600034389,,Number of Garages ( In Numbers),0
13556,P51600034389,,Covered Parking ( In Numbers),0
13557,P51600034403,,Number of Garages ( In Numbers),0
13558,P51600034403,,Covered Parking ( In Numbers),0
13559,P51600034412,,Number of Garages ( In Numbers),0
13560,P51600034412,,Covered Parking ( In Numbers),0
13561,P51600034430,,Number of Garages ( In Numbers),0
13562,P51600034430,,Covered Parking ( In Numbers),0
13563,P51600034433,,Number of Garages ( In Numbers),0
13564,P51600034433,,Covered Parking ( In Numbers),0
13565,P51600034434,,Number of Garages ( In Numbers),0
13566,P51600034434,,Covered Parking ( In Numbers),0
13567,P51600034435,,Number of Garages ( In Numbers),0
13568,P51600034435,,Covered Parking ( In Numbers),0
13569,P51600034437,,Number of Garages ( In Numbers),0
13570,P51600034437,,Covered Parking ( In Numbers),0
13571,P51600034456,,Number of Garages ( In Numbers),0
13572,P51600034456,,Covered Parking ( In Numbers),0
13573,P51600034471,,Number of Garages ( In Numbers),0
13574,P51600034471,,Covered Parking ( In Numbers),0
13575,P51600034476,,Number of Garages ( In Numbers),0
13576,P51600034476,,Covered Parking ( In Numbers),0
13577,P51600034487,,Number of Garages ( In Numbers),0
13578,P51600034487,,Covered Parking ( In Numbers),0
13579,P51600034501,,Number of Garages ( In Numbers),0
13580,P51600034501,,Covered Parking ( In Numbers),0
13581,P51600034504,,Number of Garages ( In Numbers),0
13582,P51600034504,,Covered Parking ( In Numbers),0
13583,P51600034508,,Number of Garages ( In Numbers),0
13584,P51600034508,,Covered Parking ( In Numbers),0
13585,P51600034513,,Number of Garages ( In Numbers),0
13586,P51600034513,,Covered Parking ( In Numbers),0
13587,P51600034517,,Number of Garages ( In Numbers),0
13588,P51600034517,,Covered Parking ( In Numbers),0
13589,P51600034522,,Number of Garages ( In Numbers),0
13590,P51600034522,,Covered Parking ( In Numbers),0
13591,P51600034535,,Number of Garages ( In Numbers),0
13592,P51600034535,,Covered Parking ( In Numbers),0
13593,P51600034546,,Number of Garages ( In Numbers),0
13594,P51600034546,,Covered Parking ( In Numbers),0
13595,P51600034576,,Number of Garages ( In Numbers),0
13596,P51600034576,,Covered Parking ( In Numbers),0
13597,P51600034580,,Number of Garages ( In Numbers),0
13598,P51600034580,,Covered Parking ( In Numbers),0
13599,P51600034581,,Number of Garages ( In Numbers),0
13600,P51600034581,,Covered Parking ( In Numbers),0
13601,P51600034583,,Number of Garages ( In Numbers),0
13602,P51600034583,,Covered Parking ( In Numbers),0
13603,P51600034613,,Number of Garages ( In Numbers),0
13604,P51600034613,,Covered Parking ( In Numbers),0
13605,P51600034614,,Number of Garages ( In Numbers),0
13606,P51600034614,,Covered Parking ( In Numbers),0
13607,P51600034624,,Number of Garages ( In Numbers),0
13608,P51600034624,,Covered Parking ( In Numbers),0
13609,P51600034634,,Number of Garages ( In Numbers),0
13610,P51600034634,,Covered Parking ( In Numbers),0
13611,P51600034645,,Number of Garages ( In Numbers),0
13612,P51600034645,,Covered Parking ( In Numbers),0
13613,P51600034681,,Number of Garages ( In Numbers),0
13614,P51600034681,,Covered Parking ( In Numbers),0
13615,P51600034684,,Number of Garages ( In Numbers),0
13616,P51600034684,,Covered Parking ( In Numbers),0
13617,P51600034689,,Number of Garages ( In Numbers),0
13618,P51600034689,,Covered Parking ( In Numbers),0
13619,P51600034705,,Number of Garages ( In Numbers),0
13620,P51600034705,,Covered Parking ( In Numbers),0
13621,P51600034710,,Number of Garages ( In Numbers),0
13622,P51600034710,,Covered Parking ( In Numbers),0
13623,P51600034715,,Number of Garages ( In Numbers),0
13624,P51600034715,,Covered Parking ( In Numbers),0
13625,P51600034718,,Number of Garages ( In Numbers),0
13626,P51600034718,,Covered Parking ( In Numbers),0
13627,P51600034719,,Number of Garages ( In Numbers),0
13628,P51600034719,,Covered Parking ( In Numbers),0
13629,P51600034726,,Number of Garages ( In Numbers),0
13630,P51600034726,,Covered Parking ( In Numbers),0
13631,P51600034731,,Number of Garages ( In Numbers),0
13632,P51600034731,,Covered Parking ( In Numbers),0
13633,P51600034757,,Number of Garages ( In Numbers),0
13634,P51600034757,,Covered Parking ( In Numbers),0
13635,P51600034758,,Number of Garages ( In Numbers),0
13636,P51600034758,,Covered Parking ( In Numbers),0
13637,P51600034765,,Number of Garages ( In Numbers),0
13638,P51600034765,,Covered Parking ( In Numbers),0
13639,P51600034769,,Number of Garages ( In Numbers),0
13640,P51600034769,,Covered Parking ( In Numbers),0
13641,P51600034774,,Number of Garages ( In Numbers),0
13642,P51600034774,,Covered Parking ( In Numbers),0
13643,P51600034781,,Number of Garages ( In Numbers),0
13644,P51600034781,,Covered Parking ( In Numbers),0
13645,P51600034782,,Number of Garages ( In Numbers),0
13646,P51600034782,,Covered Parking ( In Numbers),0
13647,P51600034783,,Number of Garages ( In Numbers),0
13648,P51600034783,,Covered Parking ( In Numbers),0
13649,P51600034785,,Number of Garages ( In Numbers),0
13650,P51600034785,,Covered Parking ( In Numbers),0
13651,P51600034788,,Number of Garages ( In Numbers),0
13652,P51600034788,,Covered Parking ( In Numbers),0
13653,P51600034797,,Number of Garages ( In Numbers),0
13654,P51600034797,,Covered Parking ( In Numbers),0
13655,P51600034798,,Number of Garages ( In Numbers),0
13656,P51600034798,,Covered Parking ( In Numbers),0
13657,P51600034799,,Number of Garages ( In Numbers),0
13658,P51600034799,,Covered Parking ( In Numbers),0
13659,P51600034811,,Number of Garages ( In Numbers),0
13660,P51600034811,,Covered Parking ( In Numbers),0
13661,P51600034814,,Number of Garages ( In Numbers),0
13662,P51600034814,,Covered Parking ( In Numbers),0
13663,P51600034833,,Number of Garages ( In Numbers),0
13664,P51600034833,,Covered Parking ( In Numbers),0
13665,P51600034883,,Number of Garages ( In Numbers),0
13666,P51600034883,,Covered Parking ( In Numbers),0
13667,P51600034884,,Number of Garages ( In Numbers),0
13668,P51600034884,,Covered Parking ( In Numbers),0
13669,P51600034888,,Number of Garages ( In Numbers),0
13670,P51600034888,,Covered Parking ( In Numbers),0
13671,P51600034894,,Number of Garages ( In Numbers),0
13672,P51600034894,,Covered Parking ( In Numbers),0
13673,P51600034905,,Number of Garages ( In Numbers),0
13674,P51600034905,,Covered Parking ( In Numbers),0
13675,P51600034910,,Number of Garages ( In Numbers),0
13676,P51600034910,,Covered Parking ( In Numbers),0
13677,P51600034918,,Number of Garages ( In Numbers),0
13678,P51600034918,,Covered Parking ( In Numbers),0
13679,P51600034919,,Number of Garages ( In Numbers),0
13680,P51600034919,,Covered Parking ( In Numbers),0
13681,P51600034956,,Number of Garages ( In Numbers),0
13682,P51600034956,,Covered Parking ( In Numbers),0
13683,P51600034958,,Number of Garages ( In Numbers),0
13684,P51600034958,,Covered Parking ( In Numbers),0
13685,P51600034967,,Number of Garages ( In Numbers),0
13686,P51600034967,,Covered Parking ( In Numbers),0
13687,P51600034969,,Number of Garages ( In Numbers),0
13688,P51600034969,,Covered Parking ( In Numbers),0
13689,P51600034970,,Number of Garages ( In Numbers),0
13690,P51600034970,,Covered Parking ( In Numbers),0
13691,P51600034972,,Number of Garages ( In Numbers),0
13692,P51600034972,,Covered Parking ( In Numbers),0
13693,P51600034974,,Number of Garages ( In Numbers),0
13694,P51600034974,,Covered Parking ( In Numbers),0
13695,P51600034999,,Number of Garages ( In Numbers),0
13696,P51600034999,,Covered Parking ( In Numbers),0
13697,P51600035002,,Number of Garages ( In Numbers),0
13698,P51600035002,,Covered Parking ( In Numbers),0
13699,P51600035003,,Number of Garages ( In Numbers),0
13700,P51600035003,,Covered Parking ( In Numbers),0
13701,P51600035015,,Number of Garages ( In Numbers),0
13702,P51600035015,,Covered Parking ( In Numbers),0
13703,P51600035021,,Number of Garages ( In Numbers),0
13704,P51600035021,,Covered Parking ( In Numbers),0
13705,P51600035029,,Number of Garages ( In Numbers),0
13706,P51600035029,,Covered Parking ( In Numbers),0
13707,P51600035030,,Number of Garages ( In Numbers),0
13708,P51600035030,,Covered Parking ( In Numbers),0
13709,P51600035042,,Number of Garages ( In Numbers),0
13710,P51600035042,,Covered Parking ( In Numbers),0
13711,P51600035057,,Number of Garages ( In Numbers),0
13712,P51600035057,,Covered Parking ( In Numbers),0
13713,P51600035072,,Number of Garages ( In Numbers),0
13714,P51600035072,,Covered Parking ( In Numbers),0
13715,P51600035078,,Number of Garages ( In Numbers),0
13716,P51600035078,,Covered Parking ( In Numbers),0
13717,P51600035090,,Number of Garages ( In Numbers),0
13718,P51600035090,,Covered Parking ( In Numbers),0
13719,P51600035092,,Number of Garages ( In Numbers),0
13720,P51600035092,,Covered Parking ( In Numbers),0
13721,P51600035095,,Number of Garages ( In Numbers),0
13722,P51600035095,,Covered Parking ( In Numbers),0
13723,P51600035124,,Number of Garages ( In Numbers),0
13724,P51600035124,,Covered Parking ( In Numbers),0
13725,P51600035125,,Number of Garages ( In Numbers),0
13726,P51600035125,,Covered Parking ( In Numbers),0
13727,P51600035131,,Number of Garages ( In Numbers),0
13728,P51600035131,,Covered Parking ( In Numbers),0
13729,P51600035141,,Number of Garages ( In Numbers),0
13730,P51600035141,,Covered Parking ( In Numbers),0
13731,P51600035154,,Number of Garages ( In Numbers),0
13732,P51600035154,,Covered Parking ( In Numbers),0
13733,P51600035162,,Number of Garages ( In Numbers),0
13734,P51600035162,,Covered Parking ( In Numbers),0
13735,P51600035179,,Number of Garages ( In Numbers),0
13736,P51600035179,,Covered Parking ( In Numbers),0
13737,P51600035204,,Number of Garages ( In Numbers),0
13738,P51600035204,,Covered Parking ( In Numbers),0
13739,P51600035209,,Number of Garages ( In Numbers),0
13740,P51600035209,,Covered Parking ( In Numbers),0
13741,P51600045197,,Number of Garages ( In Numbers),0
13742,P51600045197,,Covered Parking ( In Numbers),0
13743,P51600045203,,Number of Garages ( In Numbers),0
13744,P51600045203,,Covered Parking ( In Numbers),0
13745,P51600045205,,Number of Garages ( In Numbers),0
13746,P51600045205,,Covered Parking ( In Numbers),0
13747,P51600045219,,Number of Garages ( In Numbers),0
13748,P51600045219,,Covered Parking ( In Numbers),0
13749,P51600045226,,Number of Garages ( In Numbers),0
13750,P51600045226,,Covered Parking ( In Numbers),0
13751,P51600045248,,Number of Garages ( In Numbers),0
13752,P51600045248,,Covered Parking ( In Numbers),0
13753,P51600045250,,Number of Garages ( In Numbers),0
13754,P51600045250,,Covered Parking ( In Numbers),0
13755,P51600045262,,Number of Garages ( In Numbers),0
13756,P51600045262,,Covered Parking ( In Numbers),0
13757,P51600045290,,Number of Garages ( In Numbers),0
13758,P51600045290,,Covered Parking ( In Numbers),0
13759,P51600045311,,Number of Garages ( In Numbers),0
13760,P51600045311,,Covered Parking ( In Numbers),0
13761,P51600045313,,Number of Garages ( In Numbers),0
13762,P51600045313,,Covered Parking ( In Numbers),0
13763,P51600045314,,Number of Garages ( In Numbers),0
13764,P51600045314,,Covered Parking ( In Numbers),0
13765,P51600045329,,Number of Garages ( In Numbers),0
13766,P51600045329,,Covered Parking ( In Numbers),0
13767,P51600045334,,Number of Garages ( In Numbers),0
13768,P51600045334,,Covered Parking ( In Numbers),0
13769,P51600045341,,Number of Garages ( In Numbers),0
13770,P51600045341,,Covered Parking ( In Numbers),0
13771,P51600045343,,Number of Garages ( In Numbers),0
13772,P51600045343,,Covered Parking ( In Numbers),0
13773,P51600045347,,Number of Garages ( In Numbers),0
13774,P51600045347,,Covered Parking ( In Numbers),0
13775,P51600045351,,Number of Garages ( In Numbers),0
13776,P51600045351,,Covered Parking ( In Numbers),0
13777,P51600045368,,Number of Garages ( In Numbers),0
13778,P51600045368,,Covered Parking ( In Numbers),0
13779,P51600045374,,Number of Garages ( In Numbers),0
13780,P51600045374,,Covered Parking ( In Numbers),0
13781,P51600045379,,Number of Garages ( In Numbers),0
13782,P51600045379,,Covered Parking ( In Numbers),0
13783,P51600045391,,Number of Garages ( In Numbers),0
13784,P51600045391,,Covered Parking ( In Numbers),0
13785,P51600045414,,Number of Garages ( In Numbers),0
13786,P51600045414,,Covered Parking ( In Numbers),0
13787,P51600045416,,Number of Garages ( In Numbers),0
13788,P51600045416,,Covered Parking ( In Numbers),0
13789,P51600045429,,Number of Garages ( In Numbers),0
13790,P51600045429,,Covered Parking ( In Numbers),0
13791,P51600045441,,Number of Garages ( In Numbers),0
13792,P51600045441,,Covered Parking ( In Numbers),0
13793,P51600045447,,Number of Garages ( In Numbers),0
13794,P51600045447,,Covered Parking ( In Numbers),0
13795,P51600045450,,Number of Garages ( In Numbers),0
13796,P51600045450,,Covered Parking ( In Numbers),0
13797,P51600045453,,Number of Garages ( In Numbers),0
13798,P51600045453,,Covered Parking ( In Numbers),0
13799,P51600045455,,Number of Garages ( In Numbers),0
13800,P51600045455,,Covered Parking ( In Numbers),0
13801,P51600045473,,Number of Garages ( In Numbers),0
13802,P51600045473,,Covered Parking ( In Numbers),0
13803,P51600045494,,Number of Garages ( In Numbers),0
13804,P51600045494,,Covered Parking ( In Numbers),0
13805,P51600045502,,Number of Garages ( In Numbers),0
13806,P51600045502,,Covered Parking ( In Numbers),0
13807,P51600045511,,Number of Garages ( In Numbers),0
13808,P51600045511,,Covered Parking ( In Numbers),0
13809,P51600045513,,Number of Garages ( In Numbers),0
13810,P51600045513,,Covered Parking ( In Numbers),0
13811,P51600045514,,Number of Garages ( In Numbers),0
13812,P51600045514,,Covered Parking ( In Numbers),0
13813,P51600045515,,Number of Garages ( In Numbers),0
13814,P51600045515,,Covered Parking ( In Numbers),0
13815,P51600045527,,Number of Garages ( In Numbers),0
13816,P51600045527,,Covered Parking ( In Numbers),0
13817,P51600045529,,Number of Garages ( In Numbers),0
13818,P51600045529,,Covered Parking ( In Numbers),0
13819,P51600045534,,Number of Garages ( In Numbers),0
13820,P51600045534,,Covered Parking ( In Numbers),0
13821,P51600045543,,Number of Garages ( In Numbers),0
13822,P51600045543,,Covered Parking ( In Numbers),0
13823,P51600045558,,Number of Garages ( In Numbers),0
13824,P51600045558,,Covered Parking ( In Numbers),0
13825,P51600045576,,Number of Garages ( In Numbers),0
13826,P51600045576,,Covered Parking ( In Numbers),0
13827,P51600045580,,Number of Garages ( In Numbers),0
13828,P51600045580,,Covered Parking ( In Numbers),0
13829,P51600045585,,Number of Garages ( In Numbers),0
13830,P51600045585,,Covered Parking ( In Numbers),0
13831,P51600045594,,Number of Garages ( In Numbers),0
13832,P51600045594,,Covered Parking ( In Numbers),0
13833,P51600045621,,Number of Garages ( In Numbers),0
13834,P51600045621,,Covered Parking ( In Numbers),0
13835,P51600045625,,Number of Garages ( In Numbers),0
13836,P51600045625,,Covered Parking ( In Numbers),0
13837,P51600045628,,Number of Garages ( In Numbers),0
13838,P51600045628,,Covered Parking ( In Numbers),0
13839,P51600045648,,Number of Garages ( In Numbers),0
13840,P51600045648,,Covered Parking ( In Numbers),0
13841,P51600045654,,Number of Garages ( In Numbers),0
13842,P51600045654,,Covered Parking ( In Numbers),0
13843,P51600045655,,Number of Garages ( In Numbers),0
13844,P51600045655,,Covered Parking ( In Numbers),0
13845,P51600045656,,Number of Garages ( In Numbers),0
13846,P51600045656,,Covered Parking ( In Numbers),0
13847,P51600045673,,Number of Garages ( In Numbers),0
13848,P51600045673,,Covered Parking ( In Numbers),0
13849,P51600045678,,Number of Garages ( In Numbers),0
13850,P51600045678,,Covered Parking ( In Numbers),0
13851,P51600045682,,Number of Garages ( In Numbers),0
13852,P51600045682,,Covered Parking ( In Numbers),0
13853,P51600045701,,Number of Garages ( In Numbers),0
13854,P51600045701,,Covered Parking ( In Numbers),0
13855,P51600045705,,Number of Garages ( In Numbers),0
13856,P51600045705,,Covered Parking ( In Numbers),0
13857,P51600045706,,Number of Garages ( In Numbers),0
13858,P51600045706,,Covered Parking ( In Numbers),0
13859,P51600045718,,Number of Garages ( In Numbers),0
13860,P51600045718,,Covered Parking ( In Numbers),0
13861,P51600045721,,Number of Garages ( In Numbers),0
13862,P51600045721,,Covered Parking ( In Numbers),0
13863,P51600045727,,Number of Garages ( In Numbers),0
13864,P51600045727,,Covered Parking ( In Numbers),0
13865,P51600045733,,Number of Garages ( In Numbers),0
13866,P51600045733,,Covered Parking ( In Numbers),0
13867,P51600045741,,Number of Garages ( In Numbers),0
13868,P51600045741,,Covered Parking ( In Numbers),0
13869,P51600045757,,Number of Garages ( In Numbers),0
13870,P51600045757,,Covered Parking ( In Numbers),0
13871,P51600045781,,Number of Garages ( In Numbers),0
13872,P51600045781,,Covered Parking ( In Numbers),0
13873,P51600045790,,Number of Garages ( In Numbers),0
13874,P51600045790,,Covered Parking ( In Numbers),0
13875,P51600045799,,Number of Garages ( In Numbers),0
13876,P51600045799,,Covered Parking ( In Numbers),0
13877,P51600045827,,Number of Garages ( In Numbers),0
13878,P51600045827,,Covered Parking ( In Numbers),0
13879,P51600045830,,Number of Garages ( In Numbers),0
13880,P51600045830,,Covered Parking ( In Numbers),0
13881,P51600045845,,Number of Garages ( In Numbers),0
13882,P51600045845,,Covered Parking ( In Numbers),0
13883,P51600045877,,Number of Garages ( In Numbers),0
13884,P51600045877,,Covered Parking ( In Numbers),0
13885,P51600045879,,Number of Garages ( In Numbers),0
13886,P51600045879,,Covered Parking ( In Numbers),0
13887,P51600045889,,Number of Garages ( In Numbers),0
13888,P51600045889,,Covered Parking ( In Numbers),0
13889,P51600045916,,Number of Garages ( In Numbers),0
13890,P51600045916,,Covered Parking ( In Numbers),0
13891,P51600045924,,Number of Garages ( In Numbers),0
13892,P51600045924,,Covered Parking ( In Numbers),0
13893,P51600045927,,Number of Garages ( In Numbers),0
13894,P51600045927,,Covered Parking ( In Numbers),0
13895,P51600045933,,Number of Garages ( In Numbers),0
13896,P51600045933,,Covered Parking ( In Numbers),0
13897,P51600045934,,Number of Garages ( In Numbers),0
13898,P51600045934,,Covered Parking ( In Numbers),0
13899,P51600045955,,Number of Garages ( In Numbers),0
13900,P51600045955,,Covered Parking ( In Numbers),0
13901,P51600045961,,Number of Garages ( In Numbers),0
13902,P51600045961,,Covered Parking ( In Numbers),0
13903,P51600045974,,Number of Garages ( In Numbers),0
13904,P51600045974,,Covered Parking ( In Numbers),0
13905,P51600045979,,Number of Garages ( In Numbers),0
13906,P51600045979,,Covered Parking ( In Numbers),0
13907,P51600045992,,Number of Garages ( In Numbers),0
13908,P51600045992,,Covered Parking ( In Numbers),0
13909,P51600046000,,Number of Garages ( In Numbers),0
13910,P51600046000,,Covered Parking ( In Numbers),0
13911,P51600046001,,Number of Garages ( In Numbers),0
13912,P51600046001,,Covered Parking ( In Numbers),0
13913,P51600046005,,Number of Garages ( In Numbers),0
13914,P51600046005,,Covered Parking ( In Numbers),0
13915,P51600046015,,Number of Garages ( In Numbers),0
13916,P51600046015,,Covered Parking ( In Numbers),0
13917,P51600046019,,Number of Garages ( In Numbers),0
13918,P51600046019,,Covered Parking ( In Numbers),0
13919,P51600046026,,Number of Garages ( In Numbers),0
13920,P51600046026,,Covered Parking ( In Numbers),0
13921,P51600046048,,Number of Garages ( In Numbers),0
13922,P51600046048,,Covered Parking ( In Numbers),0
13923,P51600046053,,Number of Garages ( In Numbers),0
13924,P51600046053,,Covered Parking ( In Numbers),0
13925,P51600046056,,Number of Garages ( In Numbers),0
13926,P51600046056,,Covered Parking ( In Numbers),0
13927,P51600046057,,Number of Garages ( In Numbers),0
13928,P51600046057,,Covered Parking ( In Numbers),0
13929,P51600046090,,Number of Garages ( In Numbers),0
13930,P51600046090,,Covered Parking ( In Numbers),0
13931,P51600046104,,Number of Garages ( In Numbers),0
13932,P51600046104,,Covered Parking ( In Numbers),0
13933,P51600046108,,Number of Garages ( In Numbers),0
13934,P51600046108,,Covered Parking ( In Numbers),20
13935,P51600046111,,Number of Garages ( In Numbers),0
13936,P51600046111,,Covered Parking ( In Numbers),0
13937,P51600046113,,Number of Garages ( In Numbers),0
13938,P51600046113,,Covered Parking ( In Numbers),0
13939,P51600046125,,Number of Garages ( In Numbers),0
13940,P51600046125,,Covered Parking ( In Numbers),0
13941,P51600046130,,Number of Garages ( In Numbers),0
13942,P51600046130,,Covered Parking ( In Numbers),0
13943,P51600046131,,Number of Garages ( In Numbers),0
13944,P51600046131,,Covered Parking ( In Numbers),0
13945,P51600046133,,Number of Garages ( In Numbers),0
13946,P51600046133,,Covered Parking ( In Numbers),0
13947,P51600046153,,Number of Garages ( In Numbers),0
13948,P51600046153,,Covered Parking ( In Numbers),0
13949,P51600046156,,Number of Garages ( In Numbers),0
13950,P51600046156,,Covered Parking ( In Numbers),0
13951,P51600046163,,Number of Garages ( In Numbers),0
13952,P51600046163,,Covered Parking ( In Numbers),0
13953,P51600046181,,Number of Garages ( In Numbers),0
13954,P51600046181,,Covered Parking ( In Numbers),0
13955,P51600046183,,Number of Garages ( In Numbers),0
13956,P51600046183,,Covered Parking ( In Numbers),0
13957,P51600046188,,Number of Garages ( In Numbers),0
13958,P51600046188,,Covered Parking ( In Numbers),0
13959,P51600046205,,Number of Garages ( In Numbers),0
13960,P51600046205,,Covered Parking ( In Numbers),0
13961,P51600046220,,Number of Garages ( In Numbers),0
13962,P51600046220,,Covered Parking ( In Numbers),0
13963,P51600046227,,Number of Garages ( In Numbers),0
13964,P51600046227,,Covered Parking ( In Numbers),0
13965,P51600046234,,Number of Garages ( In Numbers),0
13966,P51600046234,,Covered Parking ( In Numbers),0
13967,P51600046236,,Number of Garages ( In Numbers),0
13968,P51600046236,,Covered Parking ( In Numbers),0
13969,P51600046248,,Number of Garages ( In Numbers),0
13970,P51600046248,,Covered Parking ( In Numbers),0
13971,P51600046253,,Number of Garages ( In Numbers),0
13972,P51600046253,,Covered Parking ( In Numbers),0
13973,P51600046259,,Number of Garages ( In Numbers),0
13974,P51600046259,,Covered Parking ( In Numbers),0
13975,P51600046273,,Number of Garages ( In Numbers),0
13976,P51600046273,,Covered Parking ( In Numbers),0
13977,P51600046278,,Number of Garages ( In Numbers),0
13978,P51600046278,,Covered Parking ( In Numbers),0
13979,P51600046291,,Number of Garages ( In Numbers),0
13980,P51600046291,,Covered Parking ( In Numbers),0
13981,P51600046294,,Number of Garages ( In Numbers),0
13982,P51600046294,,Covered Parking ( In Numbers),0
13983,P51600046301,,Number of Garages ( In Numbers),0
13984,P51600046301,,Covered Parking ( In Numbers),0
13985,P51600046318,,Number of Garages ( In Numbers),0
13986,P51600046318,,Covered Parking ( In Numbers),0
13987,P51600046326,,Number of Garages ( In Numbers),0
13988,P51600046326,,Covered Parking ( In Numbers),0
13989,P51600046328,,Number of Garages ( In Numbers),0
13990,P51600046328,,Covered Parking ( In Numbers),0
13991,P51600046329,,Number of Garages ( In Numbers),0
13992,P51600046329,,Covered Parking ( In Numbers),0
13993,P51600046345,,Number of Garages ( In Numbers),0
13994,P51600046345,,Covered Parking ( In Numbers),0
13995,P51600046349,,Number of Garages ( In Numbers),0
13996,P51600046349,,Covered Parking ( In Numbers),0
13997,P51600046353,,Number of Garages ( In Numbers),0
13998,P51600046353,,Covered Parking ( In Numbers),0
