,rera_id,building_id,parking_type,count_booked
11688,P51600026347,,Covered Parking ( In Numbers),0
11689,P51600026362,,Number of Garages ( In Numbers),0
11690,P51600026362,,Covered Parking ( In Numbers),0
11691,P51600026379,,Number of Garages ( In Numbers),0
11692,P51600026379,,Covered Parking ( In Numbers),0
11693,P51600026396,,Number of Garages ( In Numbers),0
11694,P51600026396,,Covered Parking ( In Numbers),0
11695,P51600026410,,Number of Garages ( In Numbers),0
11696,P51600026410,,Covered Parking ( In Numbers),0
11697,P51600026417,,Number of Garages ( In Numbers),0
11698,P51600026417,,Covered Parking ( In Numbers),0
11699,P51600026419,,Number of Garages ( In Numbers),0
11700,P51600026419,,Covered Parking ( In Numbers),0
11701,P51600026428,,Number of Garages ( In Numbers),0
11702,P51600026428,,Covered Parking ( In Numbers),0
11703,P51600026458,,Number of Garages ( In Numbers),0
11704,P51600026458,,Covered Parking ( In Numbers),0
11705,P51600026463,,Number of Garages ( In Numbers),0
11706,P51600026463,,Covered Parking ( In Numbers),0
11707,P51600026475,,Number of Garages ( In Numbers),0
11708,P51600026475,,Covered Parking ( In Numbers),0
11709,P51600026496,,Number of Garages ( In Numbers),0
11710,P51600026496,,Covered Parking ( In Numbers),0
11711,P51600026501,,Number of Garages ( In Numbers),0
11712,P51600026501,,Covered Parking ( In Numbers),0
11713,P51600026515,,Number of Garages ( In Numbers),0
11714,P51600026515,,Covered Parking ( In Numbers),0
11715,P51600026532,,Number of Garages ( In Numbers),0
11716,P51600026532,,Covered Parking ( In Numbers),0
11717,P51600026537,,Number of Garages ( In Numbers),0
11718,P51600026537,,Covered Parking ( In Numbers),0
11719,P51600026540,,Number of Garages ( In Numbers),0
11720,P51600026540,,Covered Parking ( In Numbers),0
11721,P51600026544,,Number of Garages ( In Numbers),0
11722,P51600026544,,Covered Parking ( In Numbers),0
11723,P51600026631,,Number of Garages ( In Numbers),0
11724,P51600026631,,Covered Parking ( In Numbers),0
11725,P51600026638,,Number of Garages ( In Numbers),0
11726,P51600026638,,Covered Parking ( In Numbers),0
11727,P51600026650,,Number of Garages ( In Numbers),0
11728,P51600026650,,Covered Parking ( In Numbers),0
11729,P51600026666,,Number of Garages ( In Numbers),0
11730,P51600026666,,Covered Parking ( In Numbers),0
11731,P51600026680,,Number of Garages ( In Numbers),0
11732,P51600026680,,Covered Parking ( In Numbers),0
11733,P51600026696,,Number of Garages ( In Numbers),0
11734,P51600026696,,Covered Parking ( In Numbers),0
11735,P51600026697,,Number of Garages ( In Numbers),0
11736,P51600026697,,Covered Parking ( In Numbers),0
11737,P51600026714,,Number of Garages ( In Numbers),0
11738,P51600026714,,Covered Parking ( In Numbers),0
11739,P51600026720,,Number of Garages ( In Numbers),0
11740,P51600026720,,Covered Parking ( In Numbers),0
11741,P51600026721,,Number of Garages ( In Numbers),0
11742,P51600026721,,Covered Parking ( In Numbers),0
11743,P51600026726,,Number of Garages ( In Numbers),0
11744,P51600026726,,Covered Parking ( In Numbers),0
11745,P51600026736,,Number of Garages ( In Numbers),0
11746,P51600026736,,Covered Parking ( In Numbers),0
11747,P51600026740,,Number of Garages ( In Numbers),0
11748,P51600026740,,Covered Parking ( In Numbers),0
11749,P51600026745,,Number of Garages ( In Numbers),0
11750,P51600026745,,Covered Parking ( In Numbers),0
11751,P51600026758,,Number of Garages ( In Numbers),0
11752,P51600026758,,Covered Parking ( In Numbers),0
11753,P51600026759,,Number of Garages ( In Numbers),0
11754,P51600026759,,Covered Parking ( In Numbers),0
11755,P51600026799,,Number of Garages ( In Numbers),0
11756,P51600026799,,Covered Parking ( In Numbers),0
11757,P51600026802,,Number of Garages ( In Numbers),0
11758,P51600026802,,Covered Parking ( In Numbers),0
11759,P51600026803,,Number of Garages ( In Numbers),0
11760,P51600026803,,Covered Parking ( In Numbers),0
11761,P51600026819,,Number of Garages ( In Numbers),0
11762,P51600026819,,Covered Parking ( In Numbers),0
11763,P51600026822,,Number of Garages ( In Numbers),0
11764,P51600026822,,Covered Parking ( In Numbers),0
11765,P51600026828,,Number of Garages ( In Numbers),0
11766,P51600026828,,Covered Parking ( In Numbers),0
11767,P51600026840,,Number of Garages ( In Numbers),0
11768,P51600026840,,Covered Parking ( In Numbers),0
11769,P51600026848,,Number of Garages ( In Numbers),0
11770,P51600026848,,Covered Parking ( In Numbers),0
11771,P51600026862,,Number of Garages ( In Numbers),0
11772,P51600026862,,Covered Parking ( In Numbers),0
11773,P51600026874,,Number of Garages ( In Numbers),0
11774,P51600026874,,Covered Parking ( In Numbers),0
11775,P51600026895,,Number of Garages ( In Numbers),0
11776,P51600026895,,Covered Parking ( In Numbers),0
11777,P51600026896,,Number of Garages ( In Numbers),16
11778,P51600026896,,Covered Parking ( In Numbers),0
11779,P51600026914,,Number of Garages ( In Numbers),0
11780,P51600026914,,Covered Parking ( In Numbers),0
11781,P51600026917,,Number of Garages ( In Numbers),0
11782,P51600026917,,Covered Parking ( In Numbers),0
11783,P51600026922,,Number of Garages ( In Numbers),0
11784,P51600026922,,Covered Parking ( In Numbers),0
11785,P51600026923,,Number of Garages ( In Numbers),0
11786,P51600026923,,Covered Parking ( In Numbers),0
11787,P51600026929,,Number of Garages ( In Numbers),N.A.
11788,P51600026929,,Covered Parking ( In Numbers),0
11789,P51600026937,,Number of Garages ( In Numbers),0
11790,P51600026937,,Covered Parking ( In Numbers),0
11791,P51600026941,,Number of Garages ( In Numbers),0
11792,P51600026941,,Covered Parking ( In Numbers),0
11793,P51600026984,,Number of Garages ( In Numbers),0
11794,P51600026984,,Covered Parking ( In Numbers),0
11795,P51600026997,,Number of Garages ( In Numbers),0
11796,P51600026997,,Covered Parking ( In Numbers),0
11797,P51600027002,,Number of Garages ( In Numbers),0
11798,P51600027002,,Covered Parking ( In Numbers),0
11799,P51600027053,,Number of Garages ( In Numbers),0
11800,P51600027053,,Covered Parking ( In Numbers),0
11801,P51600027054,,Number of Garages ( In Numbers),0
11802,P51600027054,,Covered Parking ( In Numbers),0
11803,P51600027077,,Number of Garages ( In Numbers),0
11804,P51600027077,,Covered Parking ( In Numbers),0
11805,P51600027086,,Number of Garages ( In Numbers),0
11806,P51600027086,,Covered Parking ( In Numbers),0
11807,P51600027094,,Number of Garages ( In Numbers),0
11808,P51600027094,,Covered Parking ( In Numbers),0
11809,P51600027125,,Number of Garages ( In Numbers),0
11810,P51600027125,,Covered Parking ( In Numbers),0
11811,P51600027131,,Number of Garages ( In Numbers),0
11812,P51600027131,,Covered Parking ( In Numbers),0
11813,P51600027132,,Number of Garages ( In Numbers),0
11814,P51600027132,,Covered Parking ( In Numbers),0
11815,P51600027137,,Number of Garages ( In Numbers),0
11816,P51600027137,,Covered Parking ( In Numbers),0
11817,P51600027139,,Number of Garages ( In Numbers),0
11818,P51600027139,,Covered Parking ( In Numbers),0
11819,P51600027157,,Number of Garages ( In Numbers),0
11820,P51600027157,,Covered Parking ( In Numbers),0
11821,P51600027168,,Number of Garages ( In Numbers),0
11822,P51600027168,,Covered Parking ( In Numbers),0
11823,P51600027213,,Number of Garages ( In Numbers),0
11824,P51600027213,,Covered Parking ( In Numbers),0
11825,P51600027219,,Number of Garages ( In Numbers),0
11826,P51600027219,,Covered Parking ( In Numbers),0
11827,P51600027221,,Number of Garages ( In Numbers),0
11828,P51600027221,,Covered Parking ( In Numbers),0
11829,P51600027268,,Number of Garages ( In Numbers),0
11830,P51600027268,,Covered Parking ( In Numbers),0
11831,P51600027274,,Number of Garages ( In Numbers),0
11832,P51600027274,,Covered Parking ( In Numbers),0
11833,P51600027294,,Number of Garages ( In Numbers),0
11834,P51600027294,,Covered Parking ( In Numbers),0
11835,P51600027304,,Number of Garages ( In Numbers),0
11836,P51600027304,,Covered Parking ( In Numbers),0
11837,P51600027332,,Number of Garages ( In Numbers),0
11838,P51600027332,,Covered Parking ( In Numbers),0
11839,P51600027338,,Number of Garages ( In Numbers),0
11840,P51600027338,,Covered Parking ( In Numbers),0
11841,P51600027351,,Number of Garages ( In Numbers),0
11842,P51600027351,,Covered Parking ( In Numbers),0
11843,P51600027366,,Number of Garages ( In Numbers),0
11844,P51600027366,,Covered Parking ( In Numbers),0
11845,P51600027376,,Number of Garages ( In Numbers),0
11846,P51600027376,,Covered Parking ( In Numbers),0
11847,P51600027386,,Number of Garages ( In Numbers),0
11848,P51600027386,,Covered Parking ( In Numbers),0
11849,P51600027405,,Number of Garages ( In Numbers),0
11850,P51600027405,,Covered Parking ( In Numbers),0
11851,P51600027409,,Number of Garages ( In Numbers),0
11852,P51600027409,,Covered Parking ( In Numbers),0
11853,P51600027426,,Number of Garages ( In Numbers),0
11854,P51600027426,,Covered Parking ( In Numbers),0
11855,P51600027471,,Number of Garages ( In Numbers),0
11856,P51600027471,,Covered Parking ( In Numbers),0
11857,P51600027478,,Number of Garages ( In Numbers),0
11858,P51600027478,,Covered Parking ( In Numbers),0
11859,P51600027510,,Number of Garages ( In Numbers),0
11860,P51600027510,,Covered Parking ( In Numbers),0
11861,P51600027512,,Number of Garages ( In Numbers),0
11862,P51600027512,,Covered Parking ( In Numbers),0
11863,P51600027515,,Number of Garages ( In Numbers),0
11864,P51600027515,,Covered Parking ( In Numbers),0
11865,P51600027529,,Number of Garages ( In Numbers),0
11866,P51600027529,,Covered Parking ( In Numbers),0
11867,P51600027536,,Number of Garages ( In Numbers),0
11868,P51600027536,,Covered Parking ( In Numbers),0
11869,P51600027544,,Number of Garages ( In Numbers),0
11870,P51600027544,,Covered Parking ( In Numbers),0
11871,P51600027561,,Number of Garages ( In Numbers),0
11872,P51600027561,,Covered Parking ( In Numbers),0
11873,P51600027562,,Number of Garages ( In Numbers),0
11874,P51600027562,,Covered Parking ( In Numbers),0
11875,P51600027607,,Number of Garages ( In Numbers),0
11876,P51600027607,,Covered Parking ( In Numbers),0
11877,P51600027608,,Number of Garages ( In Numbers),0
11878,P51600027608,,Covered Parking ( In Numbers),0
11879,P51600027609,,Number of Garages ( In Numbers),0
11880,P51600027609,,Covered Parking ( In Numbers),0
11881,P51600027611,,Number of Garages ( In Numbers),0
11882,P51600027611,,Covered Parking ( In Numbers),0
11883,P51600027616,,Number of Garages ( In Numbers),0
11884,P51600027616,,Covered Parking ( In Numbers),0
11885,P51600027619,,Number of Garages ( In Numbers),0
11886,P51600027619,,Covered Parking ( In Numbers),0
11887,P51600027625,,Number of Garages ( In Numbers),0
11888,P51600027625,,Covered Parking ( In Numbers),0
11889,P51600027626,,Number of Garages ( In Numbers),0
11890,P51600027626,,Covered Parking ( In Numbers),0
11891,P51600027640,,Number of Garages ( In Numbers),0
11892,P51600027640,,Covered Parking ( In Numbers),0
11893,P51600027647,,Number of Garages ( In Numbers),0
11894,P51600027647,,Covered Parking ( In Numbers),0
11895,P51600027658,,Number of Garages ( In Numbers),0
11896,P51600027658,,Covered Parking ( In Numbers),0
11897,P51600027664,,Number of Garages ( In Numbers),0
11898,P51600027664,,Covered Parking ( In Numbers),0
11899,P51600027675,,Number of Garages ( In Numbers),0
11900,P51600027675,,Covered Parking ( In Numbers),0
11901,P51600027681,,Number of Garages ( In Numbers),0
11902,P51600027681,,Covered Parking ( In Numbers),0
11903,P51600027685,,Number of Garages ( In Numbers),0
11904,P51600027685,,Covered Parking ( In Numbers),0
11905,P51600027690,,Number of Garages ( In Numbers),0
11906,P51600027690,,Covered Parking ( In Numbers),0
11907,P51600027696,,Number of Garages ( In Numbers),0
11908,P51600027696,,Covered Parking ( In Numbers),0
11909,P51600027711,,Number of Garages ( In Numbers),0
11910,P51600027711,,Covered Parking ( In Numbers),0
11911,P51600027729,,Number of Garages ( In Numbers),0
11912,P51600027729,,Covered Parking ( In Numbers),0
11913,P51600027745,,Number of Garages ( In Numbers),0
11914,P51600027745,,Covered Parking ( In Numbers),0
11915,P51600027805,,Number of Garages ( In Numbers),0
11916,P51600027805,,Covered Parking ( In Numbers),0
11917,P51600027827,,Number of Garages ( In Numbers),0
11918,P51600027827,,Covered Parking ( In Numbers),0
11919,P51600027831,,Number of Garages ( In Numbers),0
11920,P51600027831,,Covered Parking ( In Numbers),0
11921,P51600027844,,Number of Garages ( In Numbers),0
11922,P51600027844,,Covered Parking ( In Numbers),2
11923,P51600027854,,Number of Garages ( In Numbers),0
11924,P51600027854,,Covered Parking ( In Numbers),0
11925,P51600027855,,Number of Garages ( In Numbers),0
11926,P51600027855,,Covered Parking ( In Numbers),0
11927,P51600027872,,Number of Garages ( In Numbers),0
11928,P51600027872,,Covered Parking ( In Numbers),0
11929,P51600027892,,Number of Garages ( In Numbers),0
11930,P51600027892,,Covered Parking ( In Numbers),0
11931,P51600027940,,Number of Garages ( In Numbers),0
11932,P51600027940,,Covered Parking ( In Numbers),0
11933,P51600027960,,Number of Garages ( In Numbers),0
11934,P51600027960,,Covered Parking ( In Numbers),0
11935,P51600027962,,Number of Garages ( In Numbers),0
11936,P51600027962,,Covered Parking ( In Numbers),0
11937,P51600027963,,Number of Garages ( In Numbers),0
11938,P51600027963,,Covered Parking ( In Numbers),0
11939,P51600027964,,Number of Garages ( In Numbers),0
11940,P51600027964,,Covered Parking ( In Numbers),0
11941,P51600027968,,Number of Garages ( In Numbers),0
11942,P51600027968,,Covered Parking ( In Numbers),0
11943,P51600027969,,Number of Garages ( In Numbers),0
11944,P51600027969,,Covered Parking ( In Numbers),0
11945,P51600027982,,Number of Garages ( In Numbers),0
11946,P51600027982,,Covered Parking ( In Numbers),0
11947,P51600027997,,Number of Garages ( In Numbers),0
11948,P51600027997,,Covered Parking ( In Numbers),0
11949,P51600028054,,Number of Garages ( In Numbers),0
11950,P51600028054,,Covered Parking ( In Numbers),0
11951,P51600028055,,Number of Garages ( In Numbers),0
11952,P51600028055,,Covered Parking ( In Numbers),0
11953,P51600028061,,Number of Garages ( In Numbers),0
11954,P51600028061,,Covered Parking ( In Numbers),0
11955,P51600028078,,Number of Garages ( In Numbers),0
11956,P51600028078,,Covered Parking ( In Numbers),0
11957,P51600028090,,Number of Garages ( In Numbers),0
11958,P51600028090,,Covered Parking ( In Numbers),0
11959,P51600028093,,Number of Garages ( In Numbers),0
11960,P51600028093,,Covered Parking ( In Numbers),0
11961,P51600028132,,Number of Garages ( In Numbers),0
11962,P51600028132,,Covered Parking ( In Numbers),0
11963,P51600028167,,Number of Garages ( In Numbers),0
11964,P51600028167,,Covered Parking ( In Numbers),0
11965,P51600028181,,Number of Garages ( In Numbers),0
11966,P51600028181,,Covered Parking ( In Numbers),0
11967,P51600028200,,Number of Garages ( In Numbers),0
11968,P51600028200,,Covered Parking ( In Numbers),0
11969,P51600028206,,Number of Garages ( In Numbers),0
11970,P51600028206,,Covered Parking ( In Numbers),0
11971,P51600028250,,Number of Garages ( In Numbers),0
11972,P51600028250,,Covered Parking ( In Numbers),0
11973,P51600028251,,Number of Garages ( In Numbers),0
11974,P51600028251,,Covered Parking ( In Numbers),0
11975,P51600028292,,Number of Garages ( In Numbers),0
11976,P51600028292,,Covered Parking ( In Numbers),0
11977,P51600028294,,Number of Garages ( In Numbers),0
11978,P51600028294,,Covered Parking ( In Numbers),0
11979,P51600028305,,Number of Garages ( In Numbers),0
11980,P51600028305,,Covered Parking ( In Numbers),0
11981,P51600028307,,Number of Garages ( In Numbers),0
11982,P51600028307,,Covered Parking ( In Numbers),0
11983,P51600028355,,Number of Garages ( In Numbers),0
11984,P51600028355,,Covered Parking ( In Numbers),0
11985,P51600028363,,Number of Garages ( In Numbers),0
11986,P51600028363,,Covered Parking ( In Numbers),0
11987,P51600028368,,Number of Garages ( In Numbers),0
11988,P51600028368,,Covered Parking ( In Numbers),0
11989,P51600028375,,Number of Garages ( In Numbers),0
11990,P51600028375,,Covered Parking ( In Numbers),0
11991,P51600028379,,Number of Garages ( In Numbers),0
11992,P51600028379,,Covered Parking ( In Numbers),0
11993,P51600028380,,Number of Garages ( In Numbers),0
11994,P51600028380,,Covered Parking ( In Numbers),NA
11995,P51600028406,,Number of Garages ( In Numbers),0
11996,P51600028406,,Covered Parking ( In Numbers),79
11997,P51600028426,,Number of Garages ( In Numbers),0
11998,P51600028426,,Covered Parking ( In Numbers),0
11999,P51600028459,,Number of Garages ( In Numbers),0
12000,P51600028459,,Covered Parking ( In Numbers),0
12001,P51600028462,,Number of Garages ( In Numbers),0
12002,P51600028462,,Covered Parking ( In Numbers),3
12003,P51600028464,,Number of Garages ( In Numbers),0
12004,P51600028464,,Covered Parking ( In Numbers),0
12005,P51600028467,,Number of Garages ( In Numbers),0
12006,P51600028467,,Covered Parking ( In Numbers),0
12007,P51600028471,,Number of Garages ( In Numbers),0
12008,P51600028471,,Covered Parking ( In Numbers),0
12009,P51600028479,,Number of Garages ( In Numbers),0
12010,P51600028479,,Covered Parking ( In Numbers),0
12011,P51600028490,,Number of Garages ( In Numbers),0
12012,P51600028490,,Covered Parking ( In Numbers),0
12013,P51600028496,,Number of Garages ( In Numbers),0
12014,P51600028496,,Covered Parking ( In Numbers),0
12015,P51600028503,,Number of Garages ( In Numbers),0
12016,P51600028503,,Covered Parking ( In Numbers),0
12017,P51600028508,,Number of Garages ( In Numbers),0
12018,P51600028508,,Covered Parking ( In Numbers),0
12019,P51600028514,,Number of Garages ( In Numbers),0
12020,P51600028514,,Covered Parking ( In Numbers),0
12021,P51600028523,,Number of Garages ( In Numbers),0
12022,P51600028523,,Covered Parking ( In Numbers),0
12023,P51600028534,,Number of Garages ( In Numbers),0
12024,P51600028534,,Covered Parking ( In Numbers),0
12025,P51600028553,,Number of Garages ( In Numbers),0
12026,P51600028553,,Covered Parking ( In Numbers),0
12027,P51600028565,,Number of Garages ( In Numbers),0
12028,P51600028565,,Covered Parking ( In Numbers),0
12029,P51600028566,,Number of Garages ( In Numbers),0
12030,P51600028566,,Covered Parking ( In Numbers),0
12031,P51600028584,,Number of Garages ( In Numbers),0
12032,P51600028584,,Covered Parking ( In Numbers),0
12033,P51600028591,,Number of Garages ( In Numbers),0
12034,P51600028591,,Covered Parking ( In Numbers),0
12035,P51600028602,,Number of Garages ( In Numbers),0
12036,P51600028602,,Covered Parking ( In Numbers),0
12037,P51600028617,,Number of Garages ( In Numbers),0
12038,P51600028617,,Covered Parking ( In Numbers),0
12039,P51600028619,,Number of Garages ( In Numbers),0
12040,P51600028619,,Covered Parking ( In Numbers),0
12041,P51600028647,,Number of Garages ( In Numbers),0
12042,P51600028647,,Covered Parking ( In Numbers),0
12043,P51600028648,,Number of Garages ( In Numbers),0
12044,P51600028648,,Covered Parking ( In Numbers),0
12045,P51600028656,,Number of Garages ( In Numbers),0
12046,P51600028656,,Covered Parking ( In Numbers),0
12047,P51600028657,,Number of Garages ( In Numbers),0
12048,P51600028657,,Covered Parking ( In Numbers),0
12049,P51600028658,,Number of Garages ( In Numbers),0
12050,P51600028658,,Covered Parking ( In Numbers),0
12051,P51600028710,,Number of Garages ( In Numbers),0
12052,P51600028710,,Covered Parking ( In Numbers),0
12053,P51600028727,,Number of Garages ( In Numbers),0
12054,P51600028727,,Covered Parking ( In Numbers),0
12055,P51600028737,,Number of Garages ( In Numbers),0
12056,P51600028737,,Covered Parking ( In Numbers),0
12057,P51600028743,,Number of Garages ( In Numbers),0
12058,P51600028743,,Covered Parking ( In Numbers),0
12059,P51600028753,,Number of Garages ( In Numbers),0
12060,P51600028753,,Covered Parking ( In Numbers),0
12061,P51600028759,,Number of Garages ( In Numbers),0
12062,P51600028759,,Covered Parking ( In Numbers),0
12063,P51600028773,,Number of Garages ( In Numbers),0
12064,P51600028773,,Covered Parking ( In Numbers),0
12065,P51600028781,,Number of Garages ( In Numbers),0
12066,P51600028781,,Covered Parking ( In Numbers),0
12067,P51600028782,,Number of Garages ( In Numbers),0
12068,P51600028782,,Covered Parking ( In Numbers),0
12069,P51600028785,,Number of Garages ( In Numbers),0
12070,P51600028785,,Covered Parking ( In Numbers),0
12071,P51600028791,,Number of Garages ( In Numbers),0
12072,P51600028791,,Covered Parking ( In Numbers),0
12073,P51600028800,,Number of Garages ( In Numbers),0
12074,P51600028800,,Covered Parking ( In Numbers),0
12075,P51600028838,,Number of Garages ( In Numbers),0
12076,P51600028838,,Covered Parking ( In Numbers),0
12077,P51600028843,,Number of Garages ( In Numbers),0
12078,P51600028843,,Covered Parking ( In Numbers),0
12079,P51600028850,,Number of Garages ( In Numbers),0
12080,P51600028850,,Covered Parking ( In Numbers),74
12081,P51600028875,,Number of Garages ( In Numbers),0
12082,P51600028875,,Covered Parking ( In Numbers),0
12083,P51600028881,,Number of Garages ( In Numbers),0
12084,P51600028881,,Covered Parking ( In Numbers),0
12085,P51600028892,,Number of Garages ( In Numbers),0
12086,P51600028892,,Covered Parking ( In Numbers),0
12087,P51600028893,,Number of Garages ( In Numbers),0
12088,P51600028893,,Covered Parking ( In Numbers),0
12089,P51600028910,,Number of Garages ( In Numbers),0
12090,P51600028910,,Covered Parking ( In Numbers),0
12091,P51600028952,,Number of Garages ( In Numbers),0
12092,P51600028952,,Covered Parking ( In Numbers),0
12093,P51600028961,,Number of Garages ( In Numbers),0
12094,P51600028961,,Covered Parking ( In Numbers),4
12095,P51600028968,,Number of Garages ( In Numbers),0
12096,P51600028968,,Covered Parking ( In Numbers),0
12097,P51600028978,,Number of Garages ( In Numbers),0
12098,P51600028978,,Covered Parking ( In Numbers),0
12099,P51600029012,,Number of Garages ( In Numbers),0
12100,P51600029012,,Covered Parking ( In Numbers),0
12101,P51600029016,,Number of Garages ( In Numbers),0
12102,P51600029016,,Covered Parking ( In Numbers),0
12103,P51600029018,,Number of Garages ( In Numbers),0
12104,P51600029018,,Covered Parking ( In Numbers),0
12105,P51600029025,,Number of Garages ( In Numbers),0
12106,P51600029025,,Covered Parking ( In Numbers),0
12107,P51600029033,,Number of Garages ( In Numbers),0
12108,P51600029033,,Covered Parking ( In Numbers),0
12109,P51600029035,,Number of Garages ( In Numbers),0
12110,P51600029035,,Covered Parking ( In Numbers),0
12111,P51600029038,,Number of Garages ( In Numbers),0
12112,P51600029038,,Covered Parking ( In Numbers),0
12113,P51600029070,,Number of Garages ( In Numbers),0
12114,P51600029070,,Covered Parking ( In Numbers),0
12115,P51600029107,,Number of Garages ( In Numbers),0
12116,P51600029107,,Covered Parking ( In Numbers),0
12117,P51600029112,,Number of Garages ( In Numbers),0
12118,P51600029112,,Covered Parking ( In Numbers),0
12119,P51600029114,,Number of Garages ( In Numbers),0
12120,P51600029114,,Covered Parking ( In Numbers),0
12121,P51600029128,,Number of Garages ( In Numbers),0
12122,P51600029128,,Covered Parking ( In Numbers),53
12123,P51600029129,,Number of Garages ( In Numbers),0
12124,P51600029129,,Covered Parking ( In Numbers),0
12125,P51600029137,,Number of Garages ( In Numbers),0
12126,P51600029137,,Covered Parking ( In Numbers),4
12127,P51600029147,,Number of Garages ( In Numbers),0
12128,P51600029147,,Covered Parking ( In Numbers),0
12129,P51600029152,,Number of Garages ( In Numbers),0
12130,P51600029152,,Covered Parking ( In Numbers),0
12131,P51600029154,,Number of Garages ( In Numbers),0
12132,P51600029154,,Covered Parking ( In Numbers),4
12133,P51600029166,,Number of Garages ( In Numbers),0
12134,P51600029166,,Covered Parking ( In Numbers),0
12135,P51600029167,,Number of Garages ( In Numbers),0
12136,P51600029167,,Covered Parking ( In Numbers),0
12137,P51600029174,,Number of Garages ( In Numbers),NA
12138,P51600029174,,Covered Parking ( In Numbers),0
12139,P51600029227,,Number of Garages ( In Numbers),0
12140,P51600029227,,Covered Parking ( In Numbers),0
12141,P51600029244,,Number of Garages ( In Numbers),0
12142,P51600029244,,Covered Parking ( In Numbers),0
12143,P51600029250,,Number of Garages ( In Numbers),0
12144,P51600029250,,Covered Parking ( In Numbers),0
12145,P51600029252,,Number of Garages ( In Numbers),0
12146,P51600029252,,Covered Parking ( In Numbers),0
12147,P51600029266,,Number of Garages ( In Numbers),0
12148,P51600029266,,Covered Parking ( In Numbers),0
12149,P51600029306,,Number of Garages ( In Numbers),0
12150,P51600029306,,Covered Parking ( In Numbers),0
12151,P51600029316,,Number of Garages ( In Numbers),0
12152,P51600029316,,Covered Parking ( In Numbers),0
12153,P51600029319,,Number of Garages ( In Numbers),0
12154,P51600029319,,Covered Parking ( In Numbers),0
12155,P51600029327,,Number of Garages ( In Numbers),0
12156,P51600029327,,Covered Parking ( In Numbers),0
12157,P51600029342,,Number of Garages ( In Numbers),0
12158,P51600029342,,Covered Parking ( In Numbers),0
12159,P51600029358,,Number of Garages ( In Numbers),0
12160,P51600029358,,Covered Parking ( In Numbers),0
12161,P51600029419,,Number of Garages ( In Numbers),0
12162,P51600029419,,Covered Parking ( In Numbers),5
12163,P51600029422,,Number of Garages ( In Numbers),0
12164,P51600029422,,Covered Parking ( In Numbers),0
12165,P51600029425,,Number of Garages ( In Numbers),0
12166,P51600029425,,Covered Parking ( In Numbers),0
12167,P51600029426,,Number of Garages ( In Numbers),0
12168,P51600029426,,Covered Parking ( In Numbers),21
12169,P51600029436,,Number of Garages ( In Numbers),0
12170,P51600029436,,Covered Parking ( In Numbers),0
12171,P51600029447,,Number of Garages ( In Numbers),0
12172,P51600029447,,Covered Parking ( In Numbers),0
12173,P51600029460,,Number of Garages ( In Numbers),0
12174,P51600029460,,Covered Parking ( In Numbers),0
12175,P51600029475,,Number of Garages ( In Numbers),0
12176,P51600029475,,Covered Parking ( In Numbers),1
12177,P51600029491,,Number of Garages ( In Numbers),0
12178,P51600029491,,Covered Parking ( In Numbers),0
12179,P51600029496,,Number of Garages ( In Numbers),0
12180,P51600029496,,Covered Parking ( In Numbers),0
12181,P51600029506,,Number of Garages ( In Numbers),0
12182,P51600029506,,Covered Parking ( In Numbers),0
12183,P51600029510,,Number of Garages ( In Numbers),0
12184,P51600029510,,Covered Parking ( In Numbers),0
12185,P51600029511,,Number of Garages ( In Numbers),0
12186,P51600029511,,Covered Parking ( In Numbers),0
12187,P51600029530,,Number of Garages ( In Numbers),0
12188,P51600029530,,Covered Parking ( In Numbers),0
12189,P51600029536,,Number of Garages ( In Numbers),0
12190,P51600029536,,Covered Parking ( In Numbers),0
12191,P51600029555,,Number of Garages ( In Numbers),0
12192,P51600029555,,Covered Parking ( In Numbers),0
12193,P51600029563,,Number of Garages ( In Numbers),0
12194,P51600029563,,Covered Parking ( In Numbers),0
12195,P51600029597,,Number of Garages ( In Numbers),0
12196,P51600029597,,Covered Parking ( In Numbers),24
12197,P51600029600,,Number of Garages ( In Numbers),0
12198,P51600029600,,Covered Parking ( In Numbers),0
12199,P51600029613,,Number of Garages ( In Numbers),0
12200,P51600029613,,Covered Parking ( In Numbers),0
12201,P51600029614,,Number of Garages ( In Numbers),0
12202,P51600029614,,Covered Parking ( In Numbers),0
12203,P51600029622,,Number of Garages ( In Numbers),0
12204,P51600029622,,Covered Parking ( In Numbers),0
12205,P51600029623,,Number of Garages ( In Numbers),0
12206,P51600029623,,Covered Parking ( In Numbers),0
12207,P51600029624,,Number of Garages ( In Numbers),0
12208,P51600029624,,Covered Parking ( In Numbers),0
12209,P51600029633,,Number of Garages ( In Numbers),0
12210,P51600029633,,Covered Parking ( In Numbers),12
12211,P51600029640,,Number of Garages ( In Numbers),0
12212,P51600029640,,Covered Parking ( In Numbers),0
12213,P51600029643,,Number of Garages ( In Numbers),0
12214,P51600029643,,Covered Parking ( In Numbers),0
12215,P51600029644,,Number of Garages ( In Numbers),0
12216,P51600029644,,Covered Parking ( In Numbers),0
12217,P51600029648,,Number of Garages ( In Numbers),0
12218,P51600029648,,Covered Parking ( In Numbers),0
12219,P51600029673,,Number of Garages ( In Numbers),0
12220,P51600029673,,Covered Parking ( In Numbers),0
12221,P51600029679,,Number of Garages ( In Numbers),0
12222,P51600029679,,Covered Parking ( In Numbers),0
12223,P51600029681,,Number of Garages ( In Numbers),0
12224,P51600029681,,Covered Parking ( In Numbers),0
