,address_id,house_number,block_number,building_name,street_name,locality,landmark,state,division,district,taluka,village,pincode
0,0003071966defc3b7df554c16ed7ede9,,,,Delanwadi Road,Delanwadi,,MAHARASHTRA,Nagpur,Chandrapur,Brahmapuri,Brahmapuri (M Cl),441206
1,0004ff6e78e895c24699ec4bd6db0af6,1,,PARVATI NIWAS,SUHASINI PAWASKAR ROAD,DAHISAR EAST,BHOIR COMPOUND,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400068
2,000872b98bb214e19b5f537cdd057e4d,,,,Modi Patel Road,Bhayander west,,MAHARASHTRA,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401101
3,000910c00f26b4966473f077a6bcd6a7,,,,17th Road,Khar west,,MAHARASHTRA,Konkan,Mumbai Suburban,Mumbai,Greater Mumbai (M Corp.) (Part) (802794),400052
4,000a0a4cc44ba4fe036bae13c985b3e5,,,,HUDKESWAR POLIC STATION TO PIPLA ROAD,PIPLA BESA,,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Rural),Pipla,440024
5,000b4f99d64d76142290fbf6136eadf5,,,,CHINCHPADA ROAD NEAR BALAJI CHOWK,KALYAN,,MAHARASHTRA,Konkan,Thane,Ambarnath,Chinchpada,421306
6,000c298316b692b745ab7255341ca1c1,,6/D,METRO HOUSE,MAHAKAVI BHUSAN MARG,COLABA,NEAR REGAL CINEMA,MAHARASHTRA,Konkan,Mumbai City,Ward ABCD,ABCD-400001,400001
7,000c5cf3d4635a5056dc00f3684edcc8,12,,SARTHAK,CHINCHLE CHOWK,CHINCHOLE CHOK,YAMAHA SHOWROOM,MAHARASHTRA,Amravati,Buldana,Buldana,buldana (MCL),443001
8,000c698389779db0eb169bff80d348dc,,,,PAITHAN ROAD,NAKSHATRAWADI,,MAHARASHTRA,Aurangabad,Aurangabad,Aurangabad,Aurangabad (M Corp.),431001
9,000e98dd0e0efd101367e6210ce914df,,-,VENUS PLAZA,VMV ROAD,SHEGAON NAKA SQUARE,SHEGAON NAKA,MAHARASHTRA,Amravati,Amravati,Amravati,Amravati (M Corp.),444602
10,000e9a8eab1ca4ac93799aef2df95f37,,0,SAI SADAN BLDG,BHARAT COLONY,CHANDAN BAUG,BHARAT COLONY,MAHARASHTRA,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421302
11,000ee84b6cc189e78a0e623f1b6c8bfb,16,,Dream Residency,PIONEER CHS,Gawande Layout Sneh Nagar,ICICI Bank,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440015
12,000f02a6f2d34e232c88519d3987fe3a,,1,PRATIK BUNGLOW,"RAMESHWAR NAGAR, OLD SAIKEHDA ROAD","JAIL ROAD, NASHIK ROAD",SAILANI STOP,MAHARASHTRA,Nashik,Nashik,Nashik,Jail Road,422101
13,001071c414db4704418fd6c761e8450a,,Gala No.06,Ramkrushna Apartment,-,Saralgaon,Saralgaon,MAHARASHTRA,Konkan,Thane,Murbad,Saralgaon,421401
14,0012761d86c50b8820335555f9b68af3,,,,konkan,konkan,,MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,400026
15,0014fd72eaf32c992006526311c448b9,,245,MATRO KRUPA BUNGLOW,goveli road,ganesh mandir,titwala,MAHARASHTRA,Konkan,Thane,Kalyan,Titwala,421605
16,0018cefadabd8ae104c67349628b1ed4,,,,MG ROAD SHIVAJI CHOWK,MARUTI MANDIR,,MAHARASHTRA,Nashik,Nashik,Nashik,Bhagur (M Cl),422502
17,001e8003be62578aca3c86eb9f5b530e,,,,Nagpur,Nagur,,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440008
18,00209e83b6282ae3b95ee3e55479f18c,,"H. NO. A-1/11, G. NO. 137,","VARAD NIVAS,",DEOLAI ROAD,SATARA PARISAR,VASANT VIHAR,MAHARASHTRA,Aurangabad,Aurangabad,Aurangabad,Devlai,431002
19,0020c766be3a4b4a964037bea9b59ce4,,,,Nashik Pune Road,Dwarka,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422001
20,00220dc8394e44b98b8720c4ba0748d2,,1,Smruti Building,M V Pandloskar Marg,Vile Parle (E),Near Shivaji Vidyalaya,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400057
21,002557e722c8537b2cbb4e089375e12d,3rd Floor,,Pratik Arcade,Nashik Pune Road,Opp. Vidyut Bhavan,Nashik Road,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik Road,422101
22,0029307b13dcb85c861af3511e79edc4,,Office No. 3,Star Zone,Nashik Pune Road,Nashik Road,Above Passport Office,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422101
23,002943b91e3eb777df6a96918e55bb91,109,,Embassey Centre,Nariman Point,Mumbai,Maker Chamber,MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,400021
24,002c37331e78cce2d802e2ee8f603ec6,,FLAT NO 8,SAI PALACE APARTMENT,MAHAJAN NAGAR,AMBAD,AMBAD,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422010
25,00335805f8d600a8534fc04e66be8b09,,16,ARUN CHAMBERS,TARDEO ROAD,TARDEO,NEXT TO AC MARKET,MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,400034
26,0035ff7f116880cfcc410b05ba953697,,,,junction of 7th & 4th Road,Santacruz East,,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400055
27,003b6926f40b4deea7e653325daaf776,,40,YESHWANT STADIUM,DHANTOLI,DHANTOLI,YESHWANT STADIUM,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440012
28,003bf43d9d1e23239edb0ec7f1d808b1,,Ground Floor,Times Square,Mathuradas Wasanji Road,Andheri Kurla Road,Opposite Mittal Industrial Estate,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400059
29,003dd9f361d3439a342ca3a12ff0dfd3,,,,KANAKIA ROAD,"BEVARLY PARK, MIRA ROAD (E)",,MAHARASHTRA,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107
30,003e9099629daaca66480694001966aa,,,,NASHIK,NASHIK,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422009
31,0040388659f8f38c8b4a6f0c49b7149c,,Plot No. 05,Infront of Cotton Market,Cotton Market,Paratwada,Paratwada,MAHARASHTRA,Amravati,Amravati,Achalpur,,444805
32,004067a1ba2889d9b437039c5bfa7988,,A WING,DUDHWALA HOUSE,"292, BELLASIS ROAD",MUMBAI CENTRAL,NEAR ST DEPOT,MAHARASHTRA,Konkan,Mumbai City,Ward E,E-400008,400008
33,00442458190c5a1d093ff4860b2afd80,,,,Pimpalgaon Road,Pimpalgaon,,MAHARASHTRA,Nagpur,Wardha,Hinganghat,Pimpalgaon (534386),442301
34,0047be200f28903990efbf1854fac681,,,,Pokhran Road,POKHRAN ROAD,,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400606
35,0047c4bf34028fc1847ce5f3ef3e849f,,PLOT NO 52,19 EAST,SECTOR 19A,NERUL,OPP. APOLLO HOSPITAL,MAHARASHTRA,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400706
36,004b0a7b78b98f62c63bfc2afa9a89e2,,,,100 FEET ROAD,MIRAROAD EAST,,MAHARASHTRA,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107
37,004c7ab11da4ca850fd80989cba5a7ba,,OFFICE NO.4,GOKUL VIHAR,GROUND FLOOR,TOKARKHADA,SILVASSA,MAHARASHTRA,DADRA & NAGAR HAVELI,Dadra & Nagar Haveli,Dadra & Nagar Haveli,,396230
38,005b10a1330cbe8f6fe36d36f0f28ba7,,3RD FLOOR,THE EMERALD PLOT NO 195B,SECTOR 12,VASHI,ABOVE ICICI BANK,MAHARASHTRA,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400703
39,005cdec77a8e4bf145f72dd670421441,,,,"Opp to Flora Heigts, Infron of Aashadeep Mangal Karyalaya, Amrutdham.",AMRUTDHAM,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422003
40,0061f4962cc56fdf805f7f3f757ceb6f,,PLOT NO 63 70 AND 71,NARPOLI,NARPOLI,VITHAL NAGAR,NR RATAN RALKIES,MAHARASHTRA,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421302
41,0062e25f18f094dfd93493e0053e00a1,,1ST FLOOR A WING,ADITYA,GULMOHAR CROSS ROAD NO 7,VILE PARLE WEST,JVPD SCHEME,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400049
42,006339afb97d9bf3b176163396ca4e6a,First Floor,,Suryakiran,Plot No - 5,Sector- 5,New Panvel,MAHARASHTRA,Konkan,Raigarh,Panvel,New Panvel,410206
43,0065b1dbe50dcc9dc918f6a08e07fea5,,"C-1 , F P No 113-114",Prashal Society,Sant Janabai Road,TPS V,TPS V,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400057
44,0066210e54e7c649490cb7ceb3c7d5da,,802 B WING,GRANDE PALLADIUM,175 CST ROAD,SANTACRUZ EAST,KALINA,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400098
45,006853dd3ebf5bdd5e3b503e7c75e708,,,,36.6 M. WIDE V.N. PURAV MARG,CHEMBUR,,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400071
46,006e18dd2a5ef73171af2fbcdf5161df,,1,SAYALI BUNGLOW,VINAYAK COLONY,SAVARKAR NAGAR GANGAPUR ROAD,SHANKAR NAGAR,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422013
47,00702fe95a623d3d6cf4c36185d55ef7,SHREE VILLA,,GAURAV GALAXY PHASE II,VIJAY PARK,MIRA ROAD EAST,NEAR AXIS BANK,MAHARASHTRA,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107
48,0078566174d935850689bbd6f0687080,,,,"DHANUKARWADI, GOKHALE ROAD",KANDIVALI WEST,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400067
49,0078e8ff2ceaccce7baa1293d7a4f0b0,,,,DIVA SHIL ROAD,DIVA,,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400612
50,007962d7742a8138b93e6c05613acec2,,2nd Floor,Spring Avenue,Club Road,Khadakpada,Opp. KDMC 'B' Ward Office,MAHARASHTRA,Konkan,Thane,Kalyan,Kalyan,421301
51,007b3f60788d730b8ef1e3b9d0698571,,Survey No.17/18,Royal Group,Mhatardi Gaon Road,Near Gaikar Bunglow,"Dativli, Diva East",MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400612
52,007d0e41440f3b48cac17e456473f716,,,,Kalyan - Shil Phata Road,Dombivali East,,MAHARASHTRA,Konkan,Thane,Kalyan,Dawadi,421201
53,007d7ee7a3029eb3f706546e86eb634c,,"ROOM NO 402,","HARSHADA CHS, 4TH FLOOR","MANISHA NAGAR GATE NO 1,",KALWA WEST,NEAR SWIMMING POOL,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400605
54,007e8d2e5bdc24fb8d1bb4dc0597c1c2,,A 21,RANJIT CHSL,SN ROAD,MULUND WEST,OPP TAMBE NAGAR,MAHARASHTRA,Konkan,Mumbai Suburban,Mumbai,Greater Mumbai (M Corp.) (Part) (802794),400080
55,00810ef77b053eb4a81dbba0c4e5c5f5,,,,VASIND BHATSAI ROAD,VASIND,,MAHARASHTRA,Konkan,Thane,Shahapur,,421601
56,0083992c795390f8fd7e918b166c8cf5,,PLOT NO 44,SHREEJI GROUP,KARMAYOGI NAGAR,NEAR GOVIND NAGAR,JOGGING TRACK,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422009
57,0083b2f9cb61f2f1981cbe1931c31ead,,202 SECOND FLOOR,SAHYADRI BUSINESS PARK,TRIMBAK ROAD,MICO CIRCLE,ABOVE EKBOTE FURNITURE,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422002
58,0083e75c783daa59edac1278ebf72ba3,,"OFFICE NO 5, 3RD FLOOR",KP TOWER,NEAR PRABHU EMPIRE,RAVI SHANKAR MARG,BEHIND INOOX,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422011
59,00859d89354ef90d8f974c01eccb6483,,Survey No.39/1A,Shree Sai Vastu Hills Booking Office,Titwala Road,Nandap,Opposite Z. P. School,MAHARASHTRA,Konkan,Thane,Kalyan,Nandap,421605
60,0087ca5c81850bb3f2b9f06bd5f5ef8a,,,,ANDHERI,VILE PARLE (E),,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400057
61,0087ed7a82d58fa1a70fc5176d14004a,,F-6,Joshi Sankul,Gole Colony,Nashik,Ashok Stambh,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422002
62,00888b58023a314c51132e11d7daadaf,,,,,,,MAHARASHTRA,Aurangabad,Parbhani,Parbhani,Takli kumbhakarna,431504
63,009205053fdb2c3fd9ab9b137c24b1ad,,817,Parekh Market,Mama Parmanand Marg,Opera House,Near Kennedy Bridge,MAHARASHTRA,Konkan,Mumbai City,Ward ABCD,ABCD-400004,400004
64,00995c577575abe379fcc4a29806b8db,,,,PANTNAGAR,GHATKOPAR,,MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,400075
65,009a5ec503f45e8dd5dfe6307795fe0c,,GR FLOOR,SAI SADAN,"ROSHAN NAGAR, CHANDAVARKAR ROAD",BORIVALI WEST,MUMBAI,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400092
66,009aff5228e37a0ee230b0a27b880988,,,,"J.V.P.D. Scheme,",Vile Parle West,,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400049
67,009c308170ba8b8757ca5b715a457398,,,,VIHIGHAR ROAD,VIHIGHAR,,MAHARASHTRA,Konkan,Raigarh,Panvel,Vihighar,410206
68,009fe3b5b9c8d336903052bae1610424,,402,RUBY CRESENT BUSINESS BOULEVARD,ASHOK CHAKRAVATI ROAD,KANDIVALI(E),ABOVE AXIS BANK,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400101
69,009ff81649c2ad783fdc3529c6e6d5df,,PLOT NO R-3/1,NIYOJEET SAHYOGH GRUH NIRMAN SAHAKARI SOCIETY,MIDC MAIN ROAD,MIDC INDUSTRIAL AREA,HINGNA,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Rural),,440016
70,00a023d17a193f636f09081b2e86c56a,,72,Mehta Industrial Estate,3rd road,Liberty Garden X Lane,Malad West,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400064
71,00a0bfe1c8ce43e8a55cb56ef09fc9af,,1,SANT DNYANESHWAR NAGAR,GOVT. ITI CEMENT ROAD,NEAR ARVI NAKA,ARVI NAKA,MAHARASHTRA,Nagpur,Wardha,Wardha,Wardha (M Cl),442001
72,00a0f31444be6d4f0557fc1dcc6084f5,,Ground Floor,Annapoorna Building,Old Mumbai Agra Road,Charai,Near St. John Baptist High School,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400602
73,00a1434fdd2503f8a133b60b53528225,,SHOP NO. 06,DATTASANKUL,DR.AMBEDKAR CHOWK ROAD,BADLAPUR,KATRAP,MAHARASHTRA,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503
74,00a25479a9dc95386c1558296e2cc499,,,,0,BADLAPUR,,MAHARASHTRA,Konkan,Thane,Ambarnath,,421503
75,00a59a567655c8ced55ac7bb75ff66d9,,,,OFF CHANDAVARKAR ROAD,BORIVALI WEST,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400092
76,00ada1eddfd8f9c87963f6c76309e7d7,,"6, 74/B, 1ST FLOOR,","GLASSWALA BUILDING,","LADY JAMSHEDJI ROAD,",MAHIM WEST,WANJA WADI,MAHARASHTRA,Konkan,Mumbai City,Ward GNorth,GNorth-400016,400016
77,00b32f202c75108aa7fd1fff8af62b8f,,,,Nath Pai Nagar Road,Garodia Nagar,,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400077
78,00b6841c966024770505d3e8e289ede7,,,,OFF AMBAD LINK ROAD,MAHAJAN NAGAR AMBAD,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422010
79,00b72875c1d09c2e1bf22ed0ec3e3aa6,,SHOP NO 7-8,RAJYOG RESIDENCY,DR RAJENDRA PRASAD ROAD,MULUND WEST,OPP VARDHMAN NAGAR,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400080
80,00b75afe5f5a42a7409d70e83ae435b0,,,,Datta Mandir Road & Dhobi Ghat Road,"VAKOLA, SANTACRUZ (EAST)",,MAHARASHTRA,Konkan,Mumbai Suburban,Mumbai,Greater Mumbai (M Corp.) (Part) (802794),400055
81,00ba3b24ef43da3dd1da4348ad8fd0d5,SHOP NO 5 GROUND FLOOR,,SWANAND SHOPPING CENTER,B CABIN ROAD,SHIVAJI CHOWK,AMBERNATH,MAHARASHTRA,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501
82,00bc7780d541d853a19d19a1ae390c3b,,SECOND FLOOR,KAMER BUILDING,38 CAWASJI PATEL STREET,FORT,NEAR HORNIMAN CIRCLE,MAHARASHTRA,Konkan,Mumbai City,Ward ABCD,ABCD-400001,400001
83,00c04f9d215f4b54971b3f3f52cf4421,,,,Kaloti Nagar,Devi Dhanashri Colony,,MAHARASHTRA,Amravati,Amravati,Amravati,Amravati (M Corp.),444607
84,00cc00e3c8ab9cf2275666d2600050cc,,"PLOT NO. 64, ROOM NO.D3,",VERSOVA,ANDHERI DEEPMALA,"4 BUNGALOW, MUMBAI","SVP NAGAR, MHADA, THANE",MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,400053
85,00cf5e140de261864c76ee3d5152ed02,,23,S S R DEVELOPERS,AKOLA HINGOLI HIGHWAY,AYODHYA NAGAR,NEAR HOTEL MANIPRABHA,MAHARASHTRA,Amravati,Washim,Washim,Washim (M Cl),444505
86,00cfcd705e8b9c1a3f3669b67ef9d96b,,,,J.P. Road,"Four Bungalow, Versova",,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400053
87,00d113ee3dba25f0da43f41bef43a998,,105,Amore Commercial Premises,Junction of 2nd & 4th Road,Khar West,Khar Station,MAHARASHTRA,Konkan,Mumbai Suburban,Andheri,Andheri,400052
88,00d1fa73f1fe967454ea3f1d7ceca73e,"C,BASEMENT",,"C,BUILDING",SHAHANOORWADI,DESHPANDEPURAM,OPP.SHAHANOORMIYA DARGA,MAHARASHTRA,Aurangabad,Aurangabad,Aurangabad,Aurangabad (M Corp.),431009
89,00d965ebe0a82afa564cb4eb4c2899fd,SHOP NO 3,,RADHE PARADISE,POKHARKAR NAGAR,BADLAPUR WEST,NEAR PATIL MANGAL KARYALAY,MAHARASHTRA,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503
90,00d9c016958c8af5d7c030985bded15e,,A 201,MANAS RESIDENCY,V.S Marg,NAUPADA,TEEN PETROL PUMP,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400602
91,00dae9b2534237097d16c8a6c5b342a6,,,,Kohoj Khuntavali,Ambernath,,MAHARASHTRA,Konkan,Thane,Ambarnath,Khuntavali,421501
92,00dd20928ee9ffef2f1a3bd84434ec0d,,PLOT NO 9/185,PUSHKRAJ COMPLEX,NERI NAKA ROAD,DIXIT WAD,NEAR THE JALGAON PEOPLE CO-OP BANK BR. DIXIT WADI,MAHARASHTRA,Nashik,Jalgaon,Jalgaon,Jalgaon (M Corp.),425001
93,00dd2d114e3cd2683fbbd28dfa3f7168,,,,JAMBHUL VASAT ROAD,AMBERNATH WEST,,MAHARASHTRA,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421505
94,00ddd8c42b867ace41656a78ee6391cc,,3RD FLOOR,NKY TOWER,AJNI SQUARE,NAGPUR,HALDIRAM,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440015
95,00de9892ad6ca9622bcce1723156e6c4,,,,Gangapur road,Savarkar Nagar,,MAHARASHTRA,Nashik,Nashik,Nashik,Aanandwali,422013
96,00e7b6fd9e777b0de39add6de7c6232c,,,,Rajiv Nagar Road,Rajiv Nagar,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422009
97,00e8ef2add5429957ac3ec4d0e189356,,4th Floor,Archit Icon,Patil Lane No 03,College Road,Opp Nasik Merchant Bank,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422005
98,00ea44f8e5d6715ebc569c7958534d09,,,,Hirachand Desai Road,Ghatkopar West,,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400086
99,00ee669f74e308d0fd0f8dd8318bfa96,,SHOP NO 6,MALBAURAY MEADOWS,NEAR SHIV VALLEY,GODREJ HILL ROAD,KHADAKPADA,MAHARASHTRA,Konkan,Thane,Kalyan,Kalyan,421301
100,00f0d12a14102058e739916de8f792b8,,,,GHODBUNDER ROAD,MOGHARPADA,,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400615
101,00f45d66211a4cac4e77c764463dbdf3,,,,BEHIND DIGI1 SHOWROOM & ZILLA PARISHAD OFFICE,NEAR DATTA CHOWK,,MAHARASHTRA,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503
102,00f4c326c719639b8e5e7584b9a2bc87,"I-7, 10th floor",,Everest Building,Madanmohan Malviya road (Haji-Ali Tardeo Road),Tardeo,Near Sardar Pav-Bhaji,MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,400034
103,00ffd48334720bac10f224dea9713b89,,H. NO. 137/0,VANJARPATTI NAKA,NASHIK ROAD,MILLAT NAGAR,NASHIK ROAD,MAHARASHTRA,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421302
104,01017efe2d8a632511d78b46596aac47,,0,PAWANPUTRA APARTMENT,OLD AGRA ROAD,VISHNU BHAGWAN NAGAR,VASHINDWEST,MAHARASHTRA,Konkan,Thane,Shahapur,Washind (CT),421301
105,0103e59323968054762fea6ec4dd1d50,,,,MALAD,MALAD WEST,,MAHARASHTRA,Konkan,Mumbai Suburban,Borivali,Borivali,400064
106,010d41710d46103329f21876e7cbb254,,2nd Floor,Tapadia Terraces,Adalat Road,Adalat Road,Near Satish Motors,MAHARASHTRA,Aurangabad,Aurangabad,Aurangabad,Aurangabad (CB),431001
107,0116b11c002989c4628e018a15825523,,,,Ghodbundar Road,Owala,,MAHARASHTRA,Konkan,Thane,Thane,Thane (M Corp.),400607
108,011b7ac4d694c2208deef8f820db7b7f,,,,SURVEY NO 112 HISSA NO 03 & 08,BHIWANDI,,MAHARASHTRA,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421601
109,011bf6eb707f9903aad9f6fc010003b4,,,,Gut No 6,Pisadevi,,MAHARASHTRA,Aurangabad,Aurangabad,Aurangabad,Pisadevi,431008
110,011c3096ac05ca70e377d90ae0c09111,,,,MALABAR AND CUMBALLA HILL DIVISION,MALABAR HILL,,MAHARASHTRA,Konkan,Mumbai City,Mumbai City,Mumbai City,400026
111,011cbe816c96245e16a2159b7c6c7894,,,,NARSALA,NARSALA,,MAHARASHTRA,Nagpur,Nagpur,Nagpur (Urban),Nagpur (M Corp.),440034
112,011e5c99391676abe048fac5d5a60995,VASTU KIRTI BANGLA,,FLOWER VALLEY,KHADAKPADA CIRCLE,KALYAN,KHADAKPADA,MAHARASHTRA,Konkan,Thane,Kalyan,Kakadpada,421301
113,011ed905a72c9af88d186004046f2f69,,,,KAMATWADE,KAMATWADE,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422010
114,0120b3c673071887e07df95609c30dc0,,OFFICE NO 76 4TH FLOOR,MAHAVIR CENTRE,SECTOR 17,PLOT 77 VASHI,ABOVE GOLDEN PUNJAB HOTEL,MAHARASHTRA,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400703
115,0125fb518a51b8b1d932fb776f149534,,,,KAVERI MARG,CIDCO WALUJ MAHANAGAR-1,,MAHARASHTRA,Aurangabad,Aurangabad,Aurangabad,Tisgaon,431133
116,01265ed3ecd3b00ceec0fdd7ac3661cf,,1504-1506,KESAR SOLITAIRE,"PLOT NO. 5, SECTOR 19,",SANPADA,OFF PALM BEACH ROAD,MAHARASHTRA,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400705
117,0128e8f47b85548cafb145faccd076d8,131,,HINGANVEDHA,HINGANVEDHA,KOTAMGAON,HINGANVEDHA,MAHARASHTRA,Nashik,Nashik,Nashik,Kotamgaon,422105
118,0129cb5d0c75ff0860098342b960e640,,203,SWAYAMDEEP APARTMENT,PUNE LINK ROAD,KATEMANVALI,NEAR IDEAL HIGH SCHOOL,MAHARASHTRA,Konkan,Thane,Kalyan,KATEMANEVALI,421306
119,012d62ce60ff24a4cc97602b32dce2d9,,,,maharashtra,Atgaon,,MAHARASHTRA,Konkan,Thane,Shahapur,Atgaon,421601
120,01307a392922c06132ea8e021854ad82,CTS N 28,,DWARKA SADAN,GANGAPUR ROAD,ANANDWALLI GAON,NEAR PRAKASH RESIDENCY,MAHARASHTRA,Nashik,Nashik,Nashik,Aanandwali,422013
121,01310902f2e5a2b79ce8014e2abbd670,,,,NEAR PAWAN GANPATI,TRAMBAK,,MAHARASHTRA,Nashik,Nashik,Trimbakeshwar,Trimbakeshwar,422212
122,0133e81fdf5e896777a09611fd7357c7,,SHOP NO 14,LAXMI COMPLEX,DURGA NAGAR,CIDCO,NASHIK,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422008
123,01361d897fefe24dd4d629ed72cf4c35,,,,Gangapur road,Gangapur road,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422222
124,013992a42de5773d5106123cdabdbc09,,15B,SHRIRAM BUNGALOW,M P DEORE MARG,RAMESHWAR NAGAR,GANGAPUR ROAD,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik,422013
125,0141d831343cdee03bf7583e1458ad0e,,,,GANGAPUR SHIWAR,GANGAPUR,,MAHARASHTRA,Nashik,Nashik,Nashik,Nashik (M Corp.),422222
126,0144697c487580e008a470b72e903cde,,,,ROAD NO 5,PESTOM SAGAR,,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400089
127,01454ce430f9327835d9f8a7ca1e4bdb,,,,Tilak Road,Ghatkopar Kirol,,MAHARASHTRA,Konkan,Mumbai Suburban,Kurla,Kurla,400077
128,014bd24ec43a68c617dee22ac15c0f64,PLOT NO 05,,PARVATI BANGALA,-,BHAGYA NAGAR,OLD JALNA,MAHARASHTRA,Aurangabad,Jalna,Jalna,Jalna (M Cl),431023
129,014beddfc6e54c8e7a3d14cd3fd60c5f,,,,,,,MAHARASHTRA,Nagpur,Wardha,Wardha,Wadadha,442001
130,014c46f1094402661049b04551eca344,,,,MAIN ROAD,NEAR ZP SCHOOL,,MAHARASHTRA,Aurangabad,Aurangabad,Aurangabad,Kubhephal,431201
131,014c99fdaaf9cfc3cb2dd3cdf311bba5,,,,Shegaon Rahatgaon Road,Priya Township,,MAHARASHTRA,Amravati,Amravati,Amravati,Amravati (M Corp.),444604
132,0150ea0a0549de21d78b688483de0679,,,,MUGHBAT CROSS LANE,THAKURDWAR,,MAHARASHTRA,Konkan,Mumbai City,Ward ABCD,ABCD-400004,400004
